"articleid"	"citation"	"sampleid"	"study"	"sample"	"measure"	"reliability"	"n"	"estimate"	"ICyi"	"ICvi"	"TRRyi"	"TRRvi"	"splithalf"	"parts"	"parts_provided"	"delay"	"aggregate"	"aggregate_num"	"estimate_notes"	"estimate_searchable"	"source"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	96	"2"	1	"IAT"	"IC"	39	0.89	2.20727491318972	0.108108108108108	NA	NA	NA	2	NA	NA	NA	NA	"T1, D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	96	"2"	1	"IAT"	"IC"	39	0.9	2.30258509299405	0.108108108108108	NA	NA	NA	2	NA	NA	NA	NA	"T2, D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	96	"2"	1	"IAT"	"TRR"	39	0.62	NA	NA	0.725005087752999	0.0277777777777778	NA	NA	NA	"1 month"	NA	NA	"D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	97	"3"	1	"IAT"	"IC"	36	0.83	1.77195684193187	0.117647058823529	NA	NA	NA	2	NA	NA	NA	NA	"T1, D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	97	"3"	1	"IAT"	"IC"	36	0.85	1.89711998488588	0.117647058823529	NA	NA	NA	2	NA	NA	NA	NA	"T2, D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	97	"3"	1	"IAT"	"TRR"	36	0.47	NA	NA	0.510070336613307	0.0303030303030303	NA	NA	NA	"1 year"	NA	NA	"D1 algorithm"	"Yes"	"Search"
47	"Fleischhauer, M. (2017). The moving-IAT evaluating the potential of a single-block variant of the implicit association test in personality assessment. European Journal of Psychological Assessment, 33, 445–452."	98	"1"	1	"IAT"	"IC"	61	0.74	1.34707364796661	0.0358923230309073	NA	NA	NA	18	NA	NA	NA	NA	"NFC"	"Yes"	"Search"
47	"Fleischhauer, M. (2017). The moving-IAT evaluating the potential of a single-block variant of the implicit association test in personality assessment. European Journal of Psychological Assessment, 33, 445–452."	98	"1"	1	"IAT"	"IC"	61	0.74	1.34707364796661	0.0358923230309073	NA	NA	NA	18	NA	NA	NA	NA	"TSA"	"Yes"	"Search"
48	"Fleischhauer, M., Strobel, A., & Strobel, A. (2015). Directly and indirectly assessed need for cognition differentially predict spontaneous and reflective information processing behavior. Journal of Individual Differences, 36, 101–109."	99	"1"	1	"IAT"	"IC"	105	0.93	2.65926003693278	0.0388349514563107	NA	NA	NA	2	NA	NA	NA	NA	"T2"	"Yes"	"Search"
48	"Fleischhauer, M., Strobel, A., & Strobel, A. (2015). Directly and indirectly assessed need for cognition differentially predict spontaneous and reflective information processing behavior. Journal of Individual Differences, 36, 101–109."	99	"1"	1	"IAT"	"IC"	108	0.91	2.40794560865187	0.0377358490566038	NA	NA	NA	2	NA	NA	NA	NA	"T3"	"Yes"	"Search"
48	"Fleischhauer, M., Strobel, A., & Strobel, A. (2015). Directly and indirectly assessed need for cognition differentially predict spontaneous and reflective information processing behavior. Journal of Individual Differences, 36, 101–109."	99	"1"	1	"IAT"	"IC"	106.5	0.92	2.52572864430826	0.0382775119617225	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
48	"Fleischhauer, M., Strobel, A., & Strobel, A. (2015). Directly and indirectly assessed need for cognition differentially predict spontaneous and reflective information processing behavior. Journal of Individual Differences, 36, 101–109."	99	"1"	1	"IAT"	"TRR"	105	0.65	NA	NA	0.775298706205583	0.00980392156862745	NA	NA	NA	"4-6 weeks"	NA	NA	NA	"Yes"	"Search"
49	"Florack, A., Friese, M., & Scarabis, M. (2010). Regulatory focus and reliance on implicit preferences in consumption contexts. Journal of Consumer Psychology, 20, 193–204."	100	"1"	1	"IAT"	"IC"	40	0.85	1.89711998488588	0.0701754385964912	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
49	"Florack, A., Friese, M., & Scarabis, M. (2010). Regulatory focus and reliance on implicit preferences in consumption contexts. Journal of Consumer Psychology, 20, 193–204."	101	"2"	1	"SC-IAT"	"IC"	44	0.66	1.07880966137193	0.0634920634920635	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
49	"Florack, A., Friese, M., & Scarabis, M. (2010). Regulatory focus and reliance on implicit preferences in consumption contexts. Journal of Consumer Psychology, 20, 193–204."	102	"3"	1	"IAT"	"IC"	94	0.78	1.51412773262978	0.0289855072463768	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
50	"Fornara, F., Dentale, F., Troffa, R., & Piras, S. (2016). Measuring Implicit European and Mediterranean Landscape Identity: A Tool Proposal. Frontiers in Psychology, 7. doi:10.3389/fpsyg.2016.01259"	103	"1"	1	"IAT"	"IC"	174	0.7	1.20397280432594	0.0232558139534884	NA	NA	NA	2	NA	NA	NA	NA	"European IAT"	"Yes"	"Search"
50	"Fornara, F., Dentale, F., Troffa, R., & Piras, S. (2016). Measuring Implicit European and Mediterranean Landscape Identity: A Tool Proposal. Frontiers in Psychology, 7. doi:10.3389/fpsyg.2016.01259"	103	"1"	1	"IAT"	"IC"	174	0.76	1.42711635564015	0.0232558139534884	NA	NA	NA	2	NA	NA	NA	NA	"Mediteranean"	"Yes"	"Search"
51	"Foster, D. W., Neighbors, C., & Young, C. M. (2014). Drink refusal self-efficacy and implicit drinking identity: An evaluation of moderators of the relationship between self-awareness and drinking behavior. Addictive Behaviors, 39, 196–204."	104	"1"	1	"IAT"	"IC"	218	0.7	1.20397280432594	0.0185185185185185	NA	NA	0.54	2	NA	NA	NA	NA	NA	"Yes"	"Search"
52	"Friese, M., & Hofmann, W. (2009). Control me or I will control you: Impulses, trait self-control, and the guidance of behavior. Journal of Research in Personality, 43, 795–805."	105	"1"	1	"SC-IAT"	"IC"	38	0.85	1.89711998488588	0.0740740740740741	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
52	"Friese, M., & Hofmann, W. (2009). Control me or I will control you: Impulses, trait self-control, and the guidance of behavior. Journal of Research in Personality, 43, 795–805."	106	"2a"	1	"SC-IAT"	"IC"	156	0.79	1.56064774826467	0.0173160173160173	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
52	"Friese, M., & Hofmann, W. (2009). Control me or I will control you: Impulses, trait self-control, and the guidance of behavior. Journal of Research in Personality, 43, 795–805."	107	"2b"	1	"AMP"	"IC"	129	0.84	1.83258146374831	0.020997375328084	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
53	"Friese, M., & Hofmann, W. (2012). Just a little bit longer: viewing time of erotic material from a self-control perspective. Applied Cognitive Psychology, 26, 489–496."	108	"1"	1	"SC-IAT"	"IC"	93	0.87	2.04022082852655	0.0293040293040293	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
54	"Friese, M., Bargas-Avila, J., Hofmann, W., & Wiers, R. W. (2010). Here’s looking at you, bud: alcohol-related memory structures predict eye movements for social drinkers with low executive control. Social Psychological and Personality Science, 1, 143–151."	109	"1"	1	"SC-IAT"	"IC"	49	0.73	1.30933331998376	0.0567375886524823	NA	NA	NA	4	NA	NA	NA	NA	NA	"Yes"	"Author"
55	"Friese, M., Hofmann, W., & Wänke, M. (2008). When impulses take over: Moderated predictive validity of explicit and implicit attitude measures in predicting food choice and consumption behaviour. British Journal of Social Psychology, 47, 397–419."	110	"1"	1	"IAT"	"IC"	85	0.93	2.65926003693278	0.036144578313253	NA	NA	NA	3	NA	NA	NA	NA	NA	"Yes"	"Author"
55	"Friese, M., Hofmann, W., & Wänke, M. (2008). When impulses take over: Moderated predictive validity of explicit and implicit attitude measures in predicting food choice and consumption behaviour. British Journal of Social Psychology, 47, 397–419."	111	"2"	1	"SC-IAT"	"IC"	66	0.73	1.30933331998376	0.046875	NA	NA	NA	3	NA	NA	NA	NA	NA	"Yes"	"Author"
55	"Friese, M., Hofmann, W., & Wänke, M. (2008). When impulses take over: Moderated predictive validity of explicit and implicit attitude measures in predicting food choice and consumption behaviour. British Journal of Social Psychology, 47, 397–419."	112	"3"	1	"SC-IAT"	"IC"	46	0.82	1.71479842809193	0.0681818181818182	NA	NA	NA	3	NA	NA	NA	NA	NA	"Yes"	"Author"
56	"Friese, M., Smith, C. T., Plischke, T., Bluemke, M., & Nosek, B. A. (2012). Do implicit attitudes predict actual voting behavior particularly for undecided voters? PLOS ONE, 7, e44130."	113	"1"	1	"IAT"	"IC"	3594	0.79	1.56064774826467	0.00111358574610245	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Author"
56	"Friese, M., Smith, C. T., Plischke, T., Bluemke, M., & Nosek, B. A. (2012). Do implicit attitudes predict actual voting behavior particularly for undecided voters? PLOS ONE, 7, e44130."	114	"2"	1	"IAT"	"IC"	913	0.89	2.20727491318972	0.00439077936333699	NA	NA	NA	2	"No"	NA	NA	NA	"camp.t1"	"Yes"	"Author"
56	"Friese, M., Smith, C. T., Plischke, T., Bluemke, M., & Nosek, B. A. (2012). Do implicit attitudes predict actual voting behavior particularly for undecided voters? PLOS ONE, 7, e44130."	114	"2"	1	"IAT"	"IC"	913	0.72	1.27296567581289	0.00439077936333699	NA	NA	NA	2	"No"	NA	NA	NA	"candidate.t1"	"Yes"	"Author"
56	"Friese, M., Smith, C. T., Plischke, T., Bluemke, M., & Nosek, B. A. (2012). Do implicit attitudes predict actual voting behavior particularly for undecided voters? PLOS ONE, 7, e44130."	114	"2"	1	"IAT"	"IC"	913	0.92	2.52572864430826	0.00439077936333699	NA	NA	NA	2	"No"	NA	NA	NA	"camp.t2"	"Yes"	"Author"
56	"Friese, M., Smith, C. T., Plischke, T., Bluemke, M., & Nosek, B. A. (2012). Do implicit attitudes predict actual voting behavior particularly for undecided voters? PLOS ONE, 7, e44130."	114	"2"	1	"IAT"	"TRR"	913	0.79	NA	NA	1.07143168405867	0.0010989010989011	NA	NA	NA	"About 54.22 days"	NA	NA	"Delay estimated from \"On average, participants took part in the first part of the study 51.74 days (SD?=?44.94) before, and in the second part 2.48 days (SD?=?1.85) after the election.\""	"Yes"	"Author"
57	"Fujii, T., Sawaumi, T., & Aikawa, A. (2013). Test-retest reliability and criterion-related validity of the implicit association test for measuring shyness. IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences, E96-A, 1768–1774."	115	"1"	1	"IAT"	"TRR"	59	0.43	NA	NA	0.459896681212679	0.0178571428571429	NA	NA	NA	"1 week"	NA	NA	"Shyness"	"Yes"	"Search"
57	"Fujii, T., Sawaumi, T., & Aikawa, A. (2013). Test-retest reliability and criterion-related validity of the implicit association test for measuring shyness. IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences, E96-A, 1768–1774."	115	"1"	1	"IAT"	"TRR"	59	0.67	NA	NA	0.810743125475137	0.0178571428571429	NA	NA	NA	"1 week"	NA	NA	"Self-esteem"	"Yes"	"Search"
58	"Galdi, S., Gawronski, B., Arcuri, L., & Friese, M. (2012). Selective exposure in decided and undecided individuals: differential relations to automatic associations and conscious beliefs. Personality and Social Psychology Bulletin, 38, 559–569."	116	"1"	1	"SC-IAT"	"IC"	113	0.76	1.42711635564015	0.036036036036036	NA	NA	NA	2	NA	NA	NA	NA	"T1"	"Yes"	"Author"
58	"Galdi, S., Gawronski, B., Arcuri, L., & Friese, M. (2012). Selective exposure in decided and undecided individuals: differential relations to automatic associations and conscious beliefs. Personality and Social Psychology Bulletin, 38, 559–569."	116	"1"	1	"SC-IAT"	"IC"	113	0.81	1.66073120682165	0.036036036036036	NA	NA	NA	2	NA	NA	NA	NA	"T2"	"Yes"	"Author"
58	"Galdi, S., Gawronski, B., Arcuri, L., & Friese, M. (2012). Selective exposure in decided and undecided individuals: differential relations to automatic associations and conscious beliefs. Personality and Social Psychology Bulletin, 38, 559–569."	116	"1"	1	"SC-IAT"	"TRR"	113	0.3	NA	NA	0.309519604203112	0.00909090909090909	NA	NA	NA	NA	"Weighted average of 3 subgroups"	3	"From Table 2"	"No"	"Author"
59	"Gawronski, B., & LeBel, E. P. (2008). Understanding patterns of attitude change: When implicit measures show change, but explicit measures do not. Journal of Experimental Social Psychology, 44, 1355-1361. "	117	"1"	1	"IAT"	"IC"	157	0.72	1.27296567581289	0.0258064516129032	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
59	"Gawronski, B., & LeBel, E. P. (2008). Understanding patterns of attitude change: When implicit measures show change, but explicit measures do not. Journal of Experimental Social Psychology, 44, 1355-1361. "	118	"2"	1	"IAT"	"IC"	80	0.76	1.42711635564015	0.0512820512820513	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
59	"Gawronski, B., & LeBel, E. P. (2008). Understanding patterns of attitude change: When implicit measures show change, but explicit measures do not. Journal of Experimental Social Psychology, 44, 1355-1361. "	119	"3"	1	"AMP"	"IC"	75	0.75	1.38629436111989	0.0547945205479452	NA	NA	NA	2	"No"	NA	"Average of 2 trial types"	2	NA	"No"	"Review"
60	"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	120	"main study"	1	"AMP"	"IC"	97	0.73	1.30933331998376	0.0421052631578947	NA	NA	0.58	2	NA	NA	"Average of 2 conditions"	2	"implicit racism. Excluded explicit attention to categories conditions."	"No"	"Review"
60	"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	120	"main study"	1	"AMP"	"IC"	97	0.89	2.20727491318972	0.0421052631578947	NA	NA	0.81	2	NA	NA	"Average of 2 conditions"	2	"implicit ageism. Excluded explicit attention to categories conditions."	"No"	"Review"
60	"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	121	"pilot 2"	1	"AMP"	"IC"	81	0.82	1.71479842809193	0.0506329113924051	NA	NA	0.7	2	NA	NA	"Average of 2 conditions"	2	"implicit racism. "	"No"	"Review"
60	"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	121	"pilot 2"	1	"AMP"	"IC"	81	0.9	2.30258509299405	0.0506329113924051	NA	NA	0.82	2	NA	NA	"Average of 2 conditions"	2	"implicit ageism. "	"No"	"Review"
61	"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	122	"1"	1	"IAT"	"IC"	71	0.56	0.82098055206983	0.0579710144927536	NA	NA	NA	2	"No"	NA	NA	NA	"IAT-S"	"Yes"	"Review"
61	"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	123	"1"	2	"IAT"	"IC"	69	0.64	1.02165124753198	0.0597014925373134	NA	NA	NA	2	"No"	NA	NA	NA	"IAT-P"	"Yes"	"Review"
61	"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	124	"2"	1	"AMP"	"IC"	77	0.51	0.713349887877465	0.0533333333333333	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
61	"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	125	"3"	1	"AMP"	"IC"	95	0.71	1.23787435600162	0.043010752688172	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
62	"Genschow, O., Demanet, J., Hersche, L., & Brass, M. (2017). An empirical comparison of different implicit measures to predict consumer choice. PLOS ONE, 12, e0183937."	126	"1"	1	"EAST"	"IC"	91	-0.02	-0.0198026272961797	0.0449438202247191	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Author"
62	"Genschow, O., Demanet, J., Hersche, L., & Brass, M. (2017). An empirical comparison of different implicit measures to predict consumer choice. PLOS ONE, 12, e0183937."	126	"1"	1	"Evaluative Priming"	"IC"	91	-0.11	-0.104360015324243	0.0449438202247191	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Author"
62	"Genschow, O., Demanet, J., Hersche, L., & Brass, M. (2017). An empirical comparison of different implicit measures to predict consumer choice. PLOS ONE, 12, e0183937."	126	"1"	1	"SRCT"	"IC"	91	0.9	2.30258509299405	0.0449438202247191	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Author"
63	"Glashouwer, K. A., Smulders, F. T. Y., De Jong, P. J., Roefs, A., & Wiers, R. W. H. J. (2013). Measuring automatic associations: Validation of algorithms for the Implicit Association Test (IAT) in a laboratory setting. Journal of Behavior Therapy and Experimental Psychiatry, 44, 105–113."	127	"1"	1	"IAT"	"IC"	2829	0.92	2.52572864430826	0.0014149274849664	NA	NA	NA	2	NA	NA	NA	NA	"T1, anxiety, D600 in Table 4. Data have also been reported in Glashouwer & de Jong 2009"	"Yes"	"Search"
63	"Glashouwer, K. A., Smulders, F. T. Y., De Jong, P. J., Roefs, A., & Wiers, R. W. H. J. (2013). Measuring automatic associations: Validation of algorithms for the Implicit Association Test (IAT) in a laboratory setting. Journal of Behavior Therapy and Experimental Psychiatry, 44, 105–113."	127	"1"	1	"IAT"	"IC"	2829	0.91	2.40794560865187	0.0014149274849664	NA	NA	NA	2	NA	NA	NA	NA	"T2, anxiety, D600 in Table 4. Data have also been reported in Glashouwer & de Jong 2009"	"Yes"	"Search"
63	"Glashouwer, K. A., Smulders, F. T. Y., De Jong, P. J., Roefs, A., & Wiers, R. W. H. J. (2013). Measuring automatic associations: Validation of algorithms for the Implicit Association Test (IAT) in a laboratory setting. Journal of Behavior Therapy and Experimental Psychiatry, 44, 105–113."	127	"1"	1	"IAT"	"IC"	2826	0.87	2.04022082852655	0.00141643059490085	NA	NA	NA	2	NA	NA	NA	NA	"T1 depression, D600 in Table 5. Data have also been reported in Glashouwer & de Jong 2009"	"Yes"	"Search"
63	"Glashouwer, K. A., Smulders, F. T. Y., De Jong, P. J., Roefs, A., & Wiers, R. W. H. J. (2013). Measuring automatic associations: Validation of algorithms for the Implicit Association Test (IAT) in a laboratory setting. Journal of Behavior Therapy and Experimental Psychiatry, 44, 105–113."	127	"1"	1	"IAT"	"IC"	2826	0.85	1.89711998488588	0.00141643059490085	NA	NA	NA	2	NA	NA	NA	NA	"T2 depression, D600 in Table 5. Data have also been reported in Glashouwer & de Jong 2009"	"Yes"	"Search"
64	"Grumm, M., & von Collani, G. (2007). Measuring Big-Five personality dimensions with the implicit association test - Implicit personality traits or self-esteem? Personality and Individual Differences, 43, 2205–2217."	128	"1"	1	"IAT"	"IC"	87	0.81	1.66073120682165	0.0470588235294118	NA	NA	NA	2	NA	NA	NA	NA	"Extraversion"	"Yes"	"Search"
64	"Grumm, M., & von Collani, G. (2007). Measuring Big-Five personality dimensions with the implicit association test - Implicit personality traits or self-esteem? Personality and Individual Differences, 43, 2205–2217."	128	"1"	1	"IAT"	"IC"	87	0.82	1.71479842809193	0.0470588235294118	NA	NA	NA	2	NA	NA	NA	NA	"Agreeableness"	"Yes"	"Search"
